organization_name,for_division,grid_id,for_division_id,researchers,ResSameInst,ResSameCountry,ResOtherInstSameCountry,ResOtherCountry,country_code,latitude,longitude,univ_id
California Institute of Technology,Earth Sciences,grid.20861.3d,04,235,0.2425531914893617,0.7659574468085106,0.5234042553191489,0.2340425531914894,US,34.138577,-118.125494,1269
University of Central Florida,Earth Sciences,grid.170430.1,04,28,0.07142857142857142,0.75,0.6785714285714286,0.24999999999999997,US,28.6016,-81.2005,1462
Ewha Womans University,Earth Sciences,grid.255649.9,04,12,0.25,0.75,0.5,0.25,KR,37.563069,126.946743,2380
George Washington University,Earth Sciences,grid.253615.6,04,18,0.3333333333333333,0.8888888888888888,0.5555555555555556,0.1111111111111111,US,38.899973,-77.048642,1309
University of Illinois at Chicago,Earth Sciences,grid.185648.6,04,22,0.22727272727272727,0.6363636363636364,0.40909090909090906,0.36363636363636365,US,41.875307,-87.6579,1194
Gunma University,Earth Sciences,grid.256642.1,04,1,1.0,1.0,0.0,0.0,JP,36.430278,139.045,1530
Mie University,Earth Sciences,grid.260026.0,04,10,0.1,0.9,0.8,0.09999999999999995,JP,34.746071,136.524447,1117
Mississippi State University,Earth Sciences,grid.260120.7,04,21,0.38095238095238093,0.8571428571428571,0.47619047619047616,0.1428571428571429,US,33.454,-88.789,1473
National Taiwan Ocean University,Earth Sciences,grid.260664.0,04,27,0.6296296296296297,0.7777777777777778,0.14814814814814814,0.2222222222222222,TW,25.150107,121.777702,9790
Nihon University,Earth Sciences,grid.260969.2,04,7,0.42857142857142855,1.0,0.5714285714285714,5.551115123125783e-17,JP,35.691,139.737608,1443
"University of California, Irvine",Earth Sciences,grid.266093.8,04,99,0.26262626262626265,0.7777777777777778,0.5151515151515151,0.2222222222222222,US,33.64535,-117.842642,1225
Syracuse University,Earth Sciences,grid.264484.8,04,28,0.21428571428571427,0.8571428571428571,0.6428571428571428,0.14285714285714293,US,43.03767,-76.13399,1300
Niigata University,Earth Sciences,grid.260975.f,04,22,0.4090909090909091,0.9090909090909091,0.49999999999999994,0.09090909090909088,JP,37.866944,138.9425,1103
Binghamton University,Earth Sciences,grid.264260.4,04,8,0.25,0.875,0.625,0.125,US,42.08925,-75.96989,3492
Rensselaer Polytechnic Institute,Earth Sciences,grid.33647.35,04,15,0.4666666666666667,1.0,0.5333333333333333,0.0,US,42.730393,-73.678814,1304
Nagoya University,Earth Sciences,grid.27476.30,04,98,0.3877551020408163,0.9081632653061225,0.5204081632653061,0.09183673469387754,JP,35.154722,136.966944,1102
Kobe University,Earth Sciences,grid.31432.37,04,33,0.30303030303030304,0.9090909090909091,0.606060606060606,0.090909090909091,JP,34.728056,135.234722,1098
National Tsing Hua University,Earth Sciences,grid.38348.34,04,7,0.5714285714285714,0.5714285714285714,0.0,0.4285714285714286,TW,24.793611,120.992778,2417
Panjab University,Earth Sciences,grid.261674.0,04,20,0.8,1.0,0.19999999999999996,0.0,IN,30.760877,76.76536,2458
Federal University of Para,Earth Sciences,grid.271300.7,04,38,0.631578947368421,0.868421052631579,0.23684210526315796,0.13157894736842102,BR,-1.474348,-48.453234,1497
Karadeniz Technical University,Earth Sciences,grid.31564.35,04,25,0.88,1.0,0.12,0.0,TR,40.992428,39.768364,749
University Of Thessaly,Earth Sciences,grid.410558.d,04,12,0.5,0.8333333333333334,0.33333333333333337,0.16666666666666663,GR,39.357718,22.950794,373
"University of Maryland, Baltimore",Earth Sciences,grid.411024.2,04,4,0.0,0.5,0.5,0.5,US,39.287725,-76.623583,1174
Brown University,Earth Sciences,grid.40263.33,04,53,0.3584905660377358,0.8113207547169812,0.45283018867924535,0.18867924528301877,US,41.8262,-71.4032,1278
Kansas State University,Earth Sciences,grid.36567.31,04,25,0.36,0.8,0.44000000000000006,0.19999999999999996,US,39.197244,-96.587815,1242
University of Chinese Academy of Sciences,Earth Sciences,grid.410726.6,04,670,0.15671641791044777,0.926865671641791,0.7701492537313432,0.07313432835820899,CN,39.909057,116.250572,10435
University of Hawaii at Manoa,Earth Sciences,grid.410445.0,04,154,0.34415584415584416,0.7597402597402597,0.41558441558441556,0.24025974025974034,US,21.300116,-157.817622,1218
Western University,Earth Sciences,grid.39381.30,04,75,0.3333333333333333,0.68,0.34666666666666673,0.32,CA,43.00984,-81.273755,1075
Sao Paulo State University,Earth Sciences,grid.410543.7,04,68,0.6470588235294118,0.9411764705882353,0.2941176470588235,0.05882352941176472,BR,-22.8172,-47.0694,1461
Federal University of Pernambuco,Earth Sciences,grid.411227.3,04,52,0.5961538461538461,0.8461538461538461,0.25,0.15384615384615385,BR,-8.051667,-34.950833,1481
University of Agriculture in Krakow,Earth Sciences,grid.410701.3,04,12,1.0,1.0,0.0,0.0,PL,50.064444,19.925833,962
Universidade Federal de Santa Catarina,Earth Sciences,grid.411237.2,04,33,0.45454545454545453,0.9696969696969697,0.5151515151515151,0.03030303030303033,BR,-27.601111,-48.52,1460
University of Groningen,Physical Sciences,grid.4830.f,02,193,0.37823834196891193,0.5440414507772021,0.1658031088082902,0.4559585492227979,NL,53.219443,6.562966,485
University of Udine,Physical Sciences,grid.5390.f,02,36,0.3888888888888889,0.8611111111111112,0.47222222222222227,0.13888888888888878,IT,46.080833,13.211667,457
Cardiff University,Physical Sciences,grid.5600.3,02,181,0.27071823204419887,0.6629834254143646,0.39226519337016574,0.3370165745856354,GB,51.4877,-3.179,849
University of Münster,Physical Sciences,grid.5949.1,02,154,0.35064935064935066,0.7467532467532467,0.39610389610389607,0.2532467532467533,DE,51.963425,7.613398,883
Imperial College London,Physical Sciences,grid.7445.2,02,567,0.3403880070546737,0.63668430335097,0.29629629629629634,0.36331569664903,GB,51.4986,-0.175478,318
Ryerson University,Physical Sciences,grid.68312.3e,02,40,0.3,0.75,0.45,0.25000000000000006,CA,43.657736,-79.380178,3573
University of Alicante,Physical Sciences,grid.5268.9,02,59,0.5932203389830508,0.8813559322033898,0.288135593220339,0.11864406779661019,ES,38.384639,-0.513147,622
University of Delhi,Physical Sciences,grid.8195.5,02,107,0.6915887850467289,0.9439252336448598,0.25233644859813087,0.05607476635514019,IN,28.583333,77.166667,2452
King Saud University,Physical Sciences,grid.56302.32,02,139,0.2589928057553957,0.2733812949640288,0.014388489208633115,0.7266187050359711,SA,24.723982,46.64584,1374
Adam Mickiewicz University in Poznań,Physical Sciences,grid.5633.3,02,114,0.7982456140350878,0.9210526315789473,0.12280701754385959,0.07894736842105265,PL,52.408803,16.915402,522
Coventry University,Physical Sciences,grid.8096.7,02,17,0.058823529411764705,0.5294117647058824,0.47058823529411764,0.47058823529411764,GB,52.406654,-1.501672,288
University of East Anglia,Physical Sciences,grid.8273.e,02,45,0.37777777777777777,0.7333333333333333,0.3555555555555555,0.2666666666666667,GB,52.621667,1.241667,797
University of Gdańsk,Physical Sciences,grid.8585.0,02,54,0.8148148148148148,0.9074074074074074,0.09259259259259267,0.09259259259259256,PL,54.396173,18.577624,507
Pohang University of Science and Technology,Physical Sciences,grid.49100.3c,02,194,0.5154639175257731,0.7783505154639175,0.2628865979381444,0.22164948453608246,KR,36.014146,129.323163,2407
University of Lille,Physical Sciences,grid.503422.2,02,170,0.2529411764705882,0.8235294117647058,0.5705882352941176,0.17647058823529416,FR,50.631697,3.075126,10432
University of Auckland,Physical Sciences,grid.9654.e,02,127,0.4330708661417323,0.4881889763779528,0.055118110236220486,0.5118110236220472,NZ,-36.852304,174.767734,1122
University of Cologne,Physical Sciences,grid.6190.e,02,177,0.3220338983050847,0.7627118644067796,0.4406779661016949,0.23728813559322043,DE,50.928056,6.928611,252
University of Exeter,Physical Sciences,grid.8391.3,02,159,0.1761006289308176,0.6289308176100629,0.4528301886792453,0.37106918238993714,GB,50.737341,-3.535159,299
University of Hull,Physical Sciences,grid.9481.4,02,28,0.2857142857142857,0.6785714285714286,0.3928571428571429,0.3214285714285714,GB,53.770263,-0.367141,305
Lancaster University,Physical Sciences,grid.9835.7,02,124,0.2661290322580645,0.7016129032258065,0.435483870967742,0.2983870967741935,GB,54.010747,-2.790304,794
University of Birmingham,Physical Sciences,grid.6572.6,02,222,0.3108108108108108,0.6351351351351351,0.3243243243243243,0.36486486486486486,GB,52.450556,-1.930556,277
Versailles Saint-Quentin-en-Yvelines University,Chemical Sciences,grid.12832.3a,03,37,0.2702702702702703,0.8378378378378378,0.5675675675675675,0.16216216216216217,FR,48.799722,2.140833,2580
University of Queensland,Chemical Sciences,grid.1003.2,03,402,0.32587064676616917,0.5497512437810945,0.22388059701492535,0.4502487562189055,AU,-27.495964,153.009627,1055
University of Ghana,Physical Sciences,grid.8652.9,02,2,1.0,1.0,0.0,0.0,GH,5.650833,-0.186944,9301
Martin Luther University Halle-Wittenberg,Physical Sciences,grid.9018.0,02,71,0.323943661971831,0.7605633802816901,0.43661971830985913,0.23943661971830987,DE,51.486389,11.968889,876
University of the Witwatersrand,Chemical Sciences,grid.11951.3d,03,99,0.47474747474747475,0.7777777777777778,0.30303030303030304,0.22222222222222227,ZA,-26.190833,28.030278,1147
Johannes Kepler University of Linz,Physical Sciences,grid.9970.7,02,88,0.4772727272727273,0.5681818181818182,0.09090909090909094,0.43181818181818177,AT,48.3375,14.3175,14
Rockefeller University,Chemical Sciences,grid.134907.8,03,31,0.12903225806451613,0.7096774193548387,0.5806451612903226,0.29032258064516125,US,40.7625,-73.955556,1261
"University of California, Santa Barbara",Chemical Sciences,grid.133342.4,03,199,0.19597989949748743,0.7135678391959799,0.5175879396984925,0.2864321608040201,US,34.414228,-119.849119,1290
Istanbul University,Physical Sciences,grid.9601.e,02,45,0.8888888888888888,0.9333333333333333,0.04444444444444451,0.06666666666666665,TR,41.012653,28.963254,731
Monash University,Chemical Sciences,grid.1002.3,03,376,0.24202127659574468,0.5930851063829787,0.35106382978723405,0.40691489361702127,AU,-37.9083,145.138,1057
University of Adelaide,Chemical Sciences,grid.1010.0,03,164,0.3231707317073171,0.6097560975609756,0.2865853658536585,0.39024390243902435,AU,-34.920656,138.605756,1054
Istanbul Technical University,Chemical Sciences,grid.10516.33,03,140,0.7642857142857142,0.8785714285714286,0.11428571428571432,0.12142857142857144,TR,41.105545,29.024911,730
Emory University,Environmental Sciences,grid.189967.8,05,32,0.25,0.875,0.625,0.125,US,33.792787,-84.32401,1168
Federal University of Paraná,Environmental Sciences,grid.20736.30,05,125,0.584,0.936,0.3520000000000001,0.06399999999999995,BR,-25.428889,-49.2675,1479
University of Iowa,Environmental Sciences,grid.214572.7,05,33,0.3333333333333333,0.9696969696969697,0.6363636363636365,0.03030303030303022,US,41.662952,-91.554921,1224
Korea University,Environmental Sciences,grid.222754.4,05,40,0.575,0.65,0.07500000000000007,0.35,KR,37.590476,127.02679,2335
University of Arizona,Environmental Sciences,grid.134563.6,05,123,0.3902439024390244,0.8699186991869918,0.4796747967479674,0.13008130081300817,US,32.232248,-110.953542,1305
California Institute of Technology,Environmental Sciences,grid.20861.3d,05,25,0.2,0.88,0.6799999999999999,0.12000000000000005,US,34.138577,-118.125494,1269
George Washington University,Environmental Sciences,grid.253615.6,05,15,0.26666666666666666,1.0,0.7333333333333334,-5.551115123125783e-17,US,38.899973,-77.048642,1309
Auburn University,Environmental Sciences,grid.252546.2,05,53,0.33962264150943394,0.8679245283018868,0.5283018867924529,0.13207547169811312,US,32.603374,-85.486078,1170
Fujian Medical University,Environmental Sciences,grid.256112.3,05,3,0.6666666666666666,1.0,0.33333333333333337,0.0,CN,26.067401,119.299457,9600
Ewha Womans University,Environmental Sciences,grid.255649.9,05,15,0.6666666666666666,0.7333333333333333,0.06666666666666665,0.2666666666666667,KR,37.563069,126.946743,2380
Mississippi State University,Environmental Sciences,grid.260120.7,05,45,0.4888888888888889,0.9333333333333333,0.4444444444444445,0.06666666666666671,US,33.454,-88.789,1473
Gunma University,Environmental Sciences,grid.256642.1,05,1,0.0,1.0,1.0,0.0,JP,36.430278,139.045,1530
National Taiwan Ocean University,Environmental Sciences,grid.260664.0,05,18,0.6111111111111112,0.7777777777777778,0.16666666666666663,0.2222222222222222,TW,25.150107,121.777702,9790
Binghamton University,Environmental Sciences,grid.264260.4,05,6,0.16666666666666666,1.0,0.8333333333333334,-2.7755575615628914e-17,US,42.08925,-75.96989,3492
Mie University,Environmental Sciences,grid.260026.0,05,12,0.6666666666666666,1.0,0.33333333333333337,0.0,JP,34.746071,136.524447,1117
Niigata University,Environmental Sciences,grid.260975.f,05,5,0.2,1.0,0.8,-5.551115123125783e-17,JP,37.866944,138.9425,1103
Nihon University,Environmental Sciences,grid.260969.2,05,6,0.8333333333333334,1.0,0.16666666666666663,0.0,JP,35.691,139.737608,1443
Syracuse University,Environmental Sciences,grid.264484.8,05,13,0.3076923076923077,0.9230769230769231,0.6153846153846154,0.07692307692307687,US,43.03767,-76.13399,1300
Rockefeller University,Environmental Sciences,grid.134907.8,05,2,0.5,1.0,0.5,0.0,US,40.7625,-73.955556,1261
"University of California, Irvine",Environmental Sciences,grid.266093.8,05,47,0.40425531914893614,0.8297872340425532,0.425531914893617,0.1702127659574469,US,33.64535,-117.842642,1225
University of Rhode Island,Environmental Sciences,grid.20431.34,05,37,0.40540540540540543,0.8648648648648649,0.4594594594594595,0.13513513513513514,US,41.485129,-71.529944,3503
Panjab University,Environmental Sciences,grid.261674.0,05,10,0.5,1.0,0.5,0.0,IN,30.760877,76.76536,2458
Kobe University,Environmental Sciences,grid.31432.37,05,22,0.3181818181818182,0.9090909090909091,0.5909090909090908,0.090909090909091,JP,34.728056,135.234722,1098
Federal University of Para,Environmental Sciences,grid.271300.7,05,65,0.4,0.9230769230769231,0.5230769230769231,0.07692307692307687,BR,-1.474348,-48.453234,1497
Karadeniz Technical University,Environmental Sciences,grid.31564.35,05,6,0.6666666666666666,0.8333333333333334,0.16666666666666674,0.16666666666666663,TR,40.992428,39.768364,749
Nagoya University,Environmental Sciences,grid.27476.30,05,27,0.4074074074074074,0.9629629629629629,0.5555555555555556,0.037037037037037035,JP,35.154722,136.966944,1102
Western University,Environmental Sciences,grid.39381.30,05,32,0.25,0.71875,0.46875,0.28125,CA,43.00984,-81.273755,1075
Rensselaer Polytechnic Institute,Environmental Sciences,grid.33647.35,05,8,0.25,0.75,0.5,0.25,US,42.730393,-73.678814,1304
Harbin Medical University,Environmental Sciences,grid.410736.7,05,10,0.9,1.0,0.09999999999999998,0.0,CN,45.70046,126.62017,3360
University Of Thessaly,Environmental Sciences,grid.410558.d,05,30,0.3333333333333333,0.7333333333333333,0.39999999999999997,0.2666666666666668,GR,39.357718,22.950794,373
Augusta University,Environmental Sciences,grid.410427.4,05,1,1.0,1.0,0.0,0.0,US,33.469016,-81.98926,10113
University of Hawaii at Manoa,Environmental Sciences,grid.410445.0,05,108,0.3425925925925926,0.8240740740740741,0.48148148148148145,0.17592592592592599,US,21.300116,-157.817622,1218
University of Queensland,Mathematical Sciences,grid.1003.2,01,100,0.35,0.53,0.18000000000000005,0.47,AU,-27.495964,153.009627,1055
Istanbul Technical University,Mathematical Sciences,grid.10516.33,01,77,0.6883116883116883,0.8181818181818182,0.1298701298701299,0.18181818181818177,TR,41.105545,29.024911,730
Monash University,Mathematical Sciences,grid.1002.3,01,134,0.19402985074626866,0.5895522388059702,0.3955223880597015,0.4104477611940298,AU,-37.9083,145.138,1057
University of Adelaide,Mathematical Sciences,grid.1010.0,01,106,0.4339622641509434,0.6415094339622641,0.2075471698113207,0.3584905660377359,AU,-34.920656,138.605756,1054
University of the Witwatersrand,Mathematical Sciences,grid.11951.3d,01,75,0.4266666666666667,0.5733333333333334,0.14666666666666667,0.4266666666666666,ZA,-26.190833,28.030278,1147
Lappeenranta University of Technology,Mathematical Sciences,grid.12332.31,01,25,0.56,0.76,0.19999999999999996,0.24,FI,61.064846,28.093931,127
Paris 13 University,Mathematical Sciences,grid.11318.3a,01,32,0.375,0.875,0.5,0.125,FR,48.956991,2.341337,2578
Rockefeller University,Mathematical Sciences,grid.134907.8,01,10,0.2,0.5,0.3,0.49999999999999994,US,40.7625,-73.955556,1261
"University of California, Santa Barbara",Mathematical Sciences,grid.133342.4,01,171,0.1695906432748538,0.7368421052631579,0.567251461988304,0.2631578947368422,US,34.414228,-119.849119,1290
University of Iowa,Mathematical Sciences,grid.214572.7,01,78,0.4358974358974359,0.8974358974358975,0.46153846153846156,0.10256410256410253,US,41.662952,-91.554921,1224
Emory University,Mathematical Sciences,grid.189967.8,01,64,0.21875,0.875,0.65625,0.125,US,33.792787,-84.32401,1168
Shanxi University,Mathematical Sciences,grid.163032.5,01,61,0.5573770491803278,0.9672131147540983,0.4098360655737705,0.032786885245901676,CN,37.800871,112.586745,3384
University of Central Florida,Mathematical Sciences,grid.170430.1,01,75,0.22666666666666666,0.6933333333333334,0.4666666666666667,0.30666666666666664,US,28.6016,-81.2005,1462
University of Massachusetts Medical School,Mathematical Sciences,grid.168645.8,01,7,0.0,0.8571428571428571,0.8571428571428571,0.1428571428571429,US,42.275443,-71.762577,1312
University of Hyderabad,Mathematical Sciences,grid.18048.35,01,22,0.5454545454545454,0.9545454545454546,0.40909090909090917,0.045454545454545414,IN,17.459575,78.331274,2463
Versailles Saint-Quentin-en-Yvelines University,Mathematical Sciences,grid.12832.3a,01,12,0.25,0.8333333333333334,0.5833333333333334,0.16666666666666663,FR,48.799722,2.140833,2580
California Institute of Technology,Mathematical Sciences,grid.20861.3d,01,93,0.12903225806451613,0.7741935483870968,0.6451612903225806,0.22580645161290325,US,34.138577,-118.125494,1269
Korea University,Mathematical Sciences,grid.222754.4,01,78,0.5,0.717948717948718,0.21794871794871795,0.28205128205128205,KR,37.590476,127.02679,2335
University of Illinois at Chicago,Mathematical Sciences,grid.185648.6,01,84,0.3333333333333333,0.8214285714285714,0.4880952380952381,0.17857142857142855,US,41.875307,-87.6579,1194
Gunma University,Mathematical Sciences,grid.256642.1,01,8,0.5,1.0,0.5,0.0,JP,36.430278,139.045,1530
Federal University of Paraná,Mathematical Sciences,grid.20736.30,01,51,0.5098039215686274,0.8235294117647058,0.3137254901960784,0.17647058823529416,BR,-25.428889,-49.2675,1479
University of Rhode Island,Mathematical Sciences,grid.20431.34,01,15,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.46666666666666673,US,41.485129,-71.529944,3503
Auburn University,Mathematical Sciences,grid.252546.2,01,35,0.4857142857142857,0.8857142857142857,0.39999999999999997,0.11428571428571438,US,32.603374,-85.486078,1170
Mie University,Mathematical Sciences,grid.260026.0,01,9,0.3333333333333333,1.0,0.6666666666666667,-5.551115123125783e-17,JP,34.746071,136.524447,1117
Fujian Medical University,Mathematical Sciences,grid.256112.3,01,1,0.0,1.0,1.0,0.0,CN,26.067401,119.299457,9600
National Taiwan Ocean University,Mathematical Sciences,grid.260664.0,01,17,0.4117647058823529,0.9411764705882353,0.5294117647058824,0.05882352941176472,TW,25.150107,121.777702,9790
Mississippi State University,Mathematical Sciences,grid.260120.7,01,28,0.39285714285714285,0.9285714285714286,0.5357142857142858,0.07142857142857134,US,33.454,-88.789,1473
University of Arizona,Mathematical Sciences,grid.134563.6,01,102,0.3333333333333333,0.7647058823529411,0.4313725490196078,0.23529411764705882,US,32.232248,-110.953542,1305
Thomas Jefferson University,Mathematical Sciences,grid.265008.9,01,2,0.0,0.5,0.5,0.5,US,39.947907,-75.158275,1271
Ewha Womans University,Mathematical Sciences,grid.255649.9,01,25,0.32,0.6,0.27999999999999997,0.39999999999999997,KR,37.563069,126.946743,2380
Panjab University,Mathematical Sciences,grid.261674.0,01,23,0.6521739130434783,0.9565217391304348,0.30434782608695654,0.04347826086956519,IN,30.760877,76.76536,2458
Binghamton University,Mathematical Sciences,grid.264260.4,01,22,0.36363636363636365,0.9090909090909091,0.5454545454545454,0.09090909090909094,US,42.08925,-75.96989,3492
University of Arizona,Agricultural and Veterinary Sciences,grid.134563.6,07,72,0.2916666666666667,0.7916666666666666,0.49999999999999994,0.20833333333333331,US,32.232248,-110.953542,1305
University of the Witwatersrand,Agricultural and Veterinary Sciences,grid.11951.3d,07,31,0.41935483870967744,0.6774193548387096,0.2580645161290322,0.3225806451612903,ZA,-26.190833,28.030278,1147
Paris 13 University,Agricultural and Veterinary Sciences,grid.11318.3a,07,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333334,FR,48.956991,2.341337,2578
Lappeenranta University of Technology,Agricultural and Veterinary Sciences,grid.12332.31,07,5,0.4,0.8,0.4,0.19999999999999996,FI,61.064846,28.093931,127
Rockefeller University,Agricultural and Veterinary Sciences,grid.134907.8,07,3,0.3333333333333333,1.0,0.6666666666666667,-5.551115123125783e-17,US,40.7625,-73.955556,1261
Emory University,Agricultural and Veterinary Sciences,grid.189967.8,07,28,0.17857142857142858,0.8928571428571429,0.7142857142857143,0.10714285714285712,US,33.792787,-84.32401,1168
Federal University of Paraná,Agricultural and Veterinary Sciences,grid.20736.30,07,108,0.5648148148148148,0.9629629629629629,0.39814814814814814,0.03703703703703709,BR,-25.428889,-49.2675,1479
Shanxi University,Agricultural and Veterinary Sciences,grid.163032.5,07,12,0.8333333333333334,0.9166666666666666,0.08333333333333326,0.08333333333333337,CN,37.800871,112.586745,3384
University of Central Florida,Agricultural and Veterinary Sciences,grid.170430.1,07,3,0.0,1.0,1.0,0.0,US,28.6016,-81.2005,1462
University of Iowa,Agricultural and Veterinary Sciences,grid.214572.7,07,24,0.3333333333333333,0.875,0.5416666666666667,0.12499999999999994,US,41.662952,-91.554921,1224
University of Massachusetts Medical School,Agricultural and Veterinary Sciences,grid.168645.8,07,7,0.2857142857142857,1.0,0.7142857142857143,0.0,US,42.275443,-71.762577,1312
University of Hyderabad,Agricultural and Veterinary Sciences,grid.18048.35,07,4,0.25,0.75,0.5,0.25,IN,17.459575,78.331274,2463
California Institute of Technology,Agricultural and Veterinary Sciences,grid.20861.3d,07,6,0.16666666666666666,0.6666666666666666,0.5,0.33333333333333337,US,34.138577,-118.125494,1269
"University of California, Santa Barbara",Agricultural and Veterinary Sciences,grid.133342.4,07,26,0.3076923076923077,0.8846153846153846,0.5769230769230769,0.11538461538461542,US,34.414228,-119.849119,1290
University of Illinois at Chicago,Agricultural and Veterinary Sciences,grid.185648.6,07,6,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666663,US,41.875307,-87.6579,1194
Ewha Womans University,Agricultural and Veterinary Sciences,grid.255649.9,07,6,0.5,1.0,0.5,0.0,KR,37.563069,126.946743,2380
George Washington University,Agricultural and Veterinary Sciences,grid.253615.6,07,6,0.3333333333333333,1.0,0.6666666666666667,-5.551115123125783e-17,US,38.899973,-77.048642,1309
Auburn University,Agricultural and Veterinary Sciences,grid.252546.2,07,129,0.46511627906976744,0.9069767441860465,0.441860465116279,0.0930232558139536,US,32.603374,-85.486078,1170
Panjab University,Agricultural and Veterinary Sciences,grid.261674.0,07,11,0.6363636363636364,1.0,0.36363636363636365,0.0,IN,30.760877,76.76536,2458
Binghamton University,Agricultural and Veterinary Sciences,grid.264260.4,07,1,0.0,0.0,0.0,1.0,US,42.08925,-75.96989,3492
Mie University,Agricultural and Veterinary Sciences,grid.260026.0,07,18,0.4444444444444444,1.0,0.5555555555555556,0.0,JP,34.746071,136.524447,1117
"University of California, Irvine",Agricultural and Veterinary Sciences,grid.266093.8,07,22,0.2727272727272727,0.9090909090909091,0.6363636363636364,0.09090909090909094,US,33.64535,-117.842642,1225
University of Rhode Island,Agricultural and Veterinary Sciences,grid.20431.34,07,12,0.5833333333333334,0.75,0.16666666666666663,0.25,US,41.485129,-71.529944,3503
Syracuse University,Agricultural and Veterinary Sciences,grid.264484.8,07,15,0.4,1.0,0.6,0.0,US,43.03767,-76.13399,1300
Kobe University,Agricultural and Veterinary Sciences,grid.31432.37,07,49,0.4489795918367347,0.9591836734693877,0.510204081632653,0.040816326530612346,JP,34.728056,135.234722,1098
Mississippi State University,Agricultural and Veterinary Sciences,grid.260120.7,07,90,0.4888888888888889,0.9333333333333333,0.4444444444444445,0.06666666666666671,US,33.454,-88.789,1473
National Taiwan Ocean University,Agricultural and Veterinary Sciences,grid.260664.0,07,12,0.3333333333333333,0.75,0.4166666666666667,0.24999999999999994,TW,25.150107,121.777702,9790
Nihon University,Agricultural and Veterinary Sciences,grid.260969.2,07,43,0.5581395348837209,0.9302325581395349,0.37209302325581395,0.06976744186046513,JP,35.691,139.737608,1443
Niigata University,Agricultural and Veterinary Sciences,grid.260975.f,07,19,0.3157894736842105,0.8947368421052632,0.5789473684210527,0.10526315789473684,JP,37.866944,138.9425,1103
Federal University of Para,Agricultural and Veterinary Sciences,grid.271300.7,07,41,0.4634146341463415,0.975609756097561,0.5121951219512195,0.02439024390243899,BR,-1.474348,-48.453234,1497
Imperial College London,Environmental Sciences,grid.7445.2,05,96,0.3020833333333333,0.625,0.3229166666666667,0.37499999999999994,GB,51.4986,-0.175478,318
University of Hull,Environmental Sciences,grid.9481.4,05,31,0.4838709677419355,0.8064516129032258,0.32258064516129026,0.19354838709677424,GB,53.770263,-0.367141,305
Ryerson University,Environmental Sciences,grid.68312.3e,05,17,0.17647058823529413,0.7647058823529411,0.588235294117647,0.2352941176470589,CA,43.657736,-79.380178,3573
Monash University,Biological Sciences,grid.1002.3,06,770,0.24545454545454545,0.6558441558441559,0.4103896103896104,0.3441558441558441,AU,-37.9083,145.138,1057
University of Ghana,Environmental Sciences,grid.8652.9,05,31,0.6774193548387096,0.7419354838709677,0.06451612903225812,0.25806451612903225,GH,5.650833,-0.186944,9301
University of Gdańsk,Environmental Sciences,grid.8585.0,05,33,0.8181818181818182,0.9090909090909091,0.09090909090909083,0.09090909090909094,PL,54.396173,18.577624,507
University of Auckland,Environmental Sciences,grid.9654.e,05,72,0.4166666666666667,0.5555555555555556,0.1388888888888889,0.4444444444444445,NZ,-36.852304,174.767734,1122
Coventry University,Environmental Sciences,grid.8096.7,05,13,0.6153846153846154,0.8461538461538461,0.23076923076923073,0.15384615384615385,GB,52.406654,-1.501672,288
University of Delhi,Environmental Sciences,grid.8195.5,05,22,0.6818181818181818,1.0,0.31818181818181823,0.0,IN,28.583333,77.166667,2452
Johannes Kepler University of Linz,Environmental Sciences,grid.9970.7,05,2,0.5,0.5,0.0,0.5,AT,48.3375,14.3175,14
Istanbul University,Environmental Sciences,grid.9601.e,05,27,0.8148148148148148,0.9629629629629629,0.14814814814814814,0.03703703703703709,TR,41.012653,28.963254,731
University of Queensland,Biological Sciences,grid.1003.2,06,1104,0.3605072463768116,0.6186594202898551,0.2581521739130435,0.38134057971014496,AU,-27.495964,153.009627,1055
Paris 13 University,Biological Sciences,grid.11318.3a,06,33,0.2727272727272727,0.9090909090909091,0.6363636363636364,0.09090909090909094,FR,48.956991,2.341337,2578
"University of California, Santa Barbara",Biological Sciences,grid.133342.4,06,231,0.3203463203463203,0.8225108225108225,0.5021645021645023,0.17748917748917742,US,34.414228,-119.849119,1290
University of Adelaide,Biological Sciences,grid.1010.0,06,533,0.3789868667917448,0.699812382739212,0.32082551594746717,0.3001876172607881,AU,-34.920656,138.605756,1054
Istanbul Technical University,Biological Sciences,grid.10516.33,06,45,0.6666666666666666,0.8666666666666667,0.20000000000000007,0.1333333333333333,TR,41.105545,29.024911,730
Versailles Saint-Quentin-en-Yvelines University,Biological Sciences,grid.12832.3a,06,28,0.07142857142857142,0.8928571428571429,0.8214285714285715,0.10714285714285707,FR,48.799722,2.140833,2580
Rockefeller University,Biological Sciences,grid.134907.8,06,311,0.2315112540192926,0.6302250803858521,0.3987138263665595,0.3697749196141479,US,40.7625,-73.955556,1261
Lappeenranta University of Technology,Biological Sciences,grid.12332.31,06,15,0.4,0.7333333333333333,0.33333333333333326,0.2666666666666667,FI,61.064846,28.093931,127
